AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;HABITAT.1;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS;PROF.1;RS4.1;Typeabonnement;Typecompteur;Puissancesouscrite;Typecommune;Radiateurselectriques;Balloneauchaudeelectrique;Bornerecharge;Autresourceenergie;Q11;Q12;Q13;Q14;Q2;Q3;Q4;Q51;Q52;Q6;Q71;Q72;Q8;Q91;Q92;Q10;Q111;Q112;Q131;Q132;Q141;Q151;Q152;Q16;Q17;Q181;Q182;Q19;Q20;Q21;Q22;Q24;Q25;RS11;prob5inf;prob5sup;Q11B;Q12B;Q13B;Q14B;Q2B;Q3B;Q4B;Q51B;Q52B;Q6B;score16;score15;probinf;probsup
AG1224;29833;66;Homme;>= 60 ans;Retraite;Non;Maison;5;38490;8;5;3;2;1;3;;;1;1;;1;1;2;4;3;3;1;2;99;2;2;99;99;4.0;;3.0;1.0;;;2;4;;3.0;;2.0;;5;1;1;99;3;6;1.0;2.0;3.0;2.0;2.0;2.0;1.0;2.0;3.0;1.0;1.0;1;3;3;2;3;;;4;;8.0;;1.0;;6.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;3;1;6;5;6;4;99;1;98;3;3;8.0;6.0;1.0;5.0;13.0;2.0;9.0;;;;;;2;;1;2;1.0;2;3;4;;;;;0,977134;8;0;HP/HC;Triphase;18 et plus;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non;;;;Vous estimez que ce dispositif est une atteinte a la liberte personnelle,Vous ne jugez pas ce dispositif utile;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;S'est degradee;Non;0.51;0.67;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;2.0;0.2;0.96
AG1225;29835;74;Homme;>= 60 ans;Retraite;Non;Maison;6;72230;3;2;8;4;2;3;;;2;1;;1;2;2;1;3;3;2;99;99;1;2;99;99;;;3.0;3.0;;;2;5;;2.0;;3.0;;5;1;1;2;4;6;1.0;1.0;3.0;1.0;2.0;2.0;1.0;1.0;4.0;2.0;2.0;1;3;3;1;3;;;4;;2.0;;7.0;;10.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;3;2;4;1;7;6;6;3;99;4;1;1;7;13.0;6.0;8.0;10.0;2.0;3.0;1.0;5.0;;;;;2;;1;2;1.0;3;11;97;;;;;0,988619;8;0;EJP;Triphase;12;Urbaine;Non;Non;Non;Oui;Non, pas du tout;Non, pas du tout;Oui, plutot;Non, pas du tout;Oui, plutot;Oui, plutot;Non, pas vraiment;Oui, plutot;Oui, plutot;Non;;;;;;;Oui, beaucoup;Oui;Autres;POMPE A CHALEUR/CT ;Oui;Autres;POMPE A CHALEUR/CT;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas vraiment gene;Non, pas vraiment;Est inchangee;Non;0.66;0.81;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;5.0;5.0;0.2;0.96
AG1226;29853;68;Homme;>= 60 ans;Retraite;Non;Maison;9;76250;2;2;8;4;1;3;;;2;1;;1;2;2;3;3;2;1;99;99;1;3;99;99;;;1.0;1.0;;;1;2;;4.0;;5.0;;5;1;1;2;3;5;2.0;1.0;3.0;2.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;2;4;2;2;2;3.0;2.0;3;;8.0;;5.0;;10.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3.0;1;4;4;1;5;4;4;6;99;1;1;1;6;10.0;7.0;3.0;1.0;8.0;13.0;2.0;5.0;;;;;2;;1;2;1.0;3;5;2;5.0;1.0;4.0;;0,955635;8;0;HP/HC;Monophase;15;Urbaine;Oui;Oui;Non;Oui;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Oui;Radiateur electrique;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas vraiment gene;Oui, tout a fait;Ne se prononce pas;Non;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.96
AG1230;29934;65;Homme;>= 60 ans;Retraite;Non;Maison;4;56300;3;2;4;2;2;3;;;1;1;;1;1;2;4;2;2;3;99;99;2;3;99;3;;;2.0;2.0;;2.0;2;2;;3.0;;;;5;1;2;1;99;2;2.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2;3;1;1;3;;;4;;2.0;;1.0;;8.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;5;6;3;6;99;2;2;2;8;13.0;1.0;2.0;3.0;6.0;;;;;;;;2;;1;2;1.0;4;5;4;2.0;1.0;5.0;;1,010861;8;0;HP/HC;Triphase;18 et plus;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.5;0.5;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
AG1231;29934;65;Homme;>= 60 ans;Retraite;Non;Maison;4;56300;3;2;4;2;2;3;;;1;1;;1;1;2;4;2;2;3;99;99;2;3;99;3;;;2.0;2.0;;2.0;2;2;;3.0;;;;5;1;2;1;99;2;2.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2;3;1;1;3;;;4;;2.0;;1.0;;8.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;1;4;4;1;5;6;3;6;99;2;2;2;8;13.0;1.0;2.0;3.0;6.0;;;;;;;;2;;1;2;1.0;4;5;4;2.0;1.0;5.0;;1,010861;8;0;Tarif de base;Monophase;6;Rurale;Non;Non;Non;Non;Oui, tout a fait;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Oui, beaucoup;Non;;;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Non, pas vraiment;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.51;0.67;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;8.0;8.0;0.2;0.96
AG1240;30082;76;Homme;>= 60 ans;Retraite;Non;Maison;7;89120;6;3;1;1;1;3;;;2;1;;1;2;2;2;3;2;3;99;99;1;2;99;99;;;2.0;2.0;;;2;4;;2.0;;3.0;;5;1;1;2;3;4;3.0;2.0;3.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;2.0;2;3;3;2;3;;;4;;6.0;;7.0;;1.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1.0;1;4;4;1;6;5;6;5;2;6;1;3;2;13.0;6.0;8.0;3.0;5.0;9.0;1.0;10.0;;;;;2;;1;2;1.0;4;3;4;1.0;;;;1,12506;8;0;HP/HC;Monophase;12;Urbaine;Oui;Oui;Non;Non;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, plutot;Non;;;;;;;Non, pas vraiment;Oui;Lave-linge,Lave-vaisselle,Radiateur electrique;;Oui;Radiateur electrique;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.96
AG1257;30425;64;Homme;>= 60 ans;Retraite;Non;Maison;7;59282;4;3;8;4;1;3;;;2;1;;1;2;2;4;3;3;2;99;99;1;3;99;2;;;3.0;3.0;;2.0;2;2;;5.0;;1.0;;5;1;2;2;2;2;1.0;1.0;4.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;1.0;3;4;1;3;2;3.0;1.0;3;;1.0;;8.0;;7.0;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;1;4;3;1;4;5;4;6;99;2;2;1;1;3.0;5.0;7.0;8.0;2.0;13.0;6.0;;;;;;2;;1;2;1.0;4;8;5;;;;;0,955635;8;0;HP/HC;Triphase;9;Urbaine;Oui;Oui;Non;Oui;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, plutot;Est inchangee;Oui;0.51;0.67;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.96
AG1299;31243;67;Homme;>= 60 ans;Retraite;Non;Maison;3;59570;4;3;2;2;1;3;;;1;1;;1;1;2;3;2;1;1;99;99;1;1;99;1;;;3.0;2.0;;2.0;2;2;;5.0;;3.0;;5;1;1;2;3;4;2.0;2.0;3.0;3.0;3.0;1.0;1.0;3.0;3.0;3.0;1.0;2;4;2;2;2;3.0;2.0;3;;10.0;;7.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;3;4;1;6;5;5;6;99;1;1;3;13;1.0;5.0;10.0;8.0;2.0;6.0;3.0;;;;;;2;;1;1;;3;7;5;;;;;0,977134;8;0;Tempo;Monophase;6;Rurale;Oui;Oui;Non;Non;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, plutot;Oui, tout a fait;Non;;;;;;;Oui, un peu;Oui;Lave-linge,Lave-vaisselle,Seche-linge,Fer a repasser;;Non;;;Oui, jÂetais present seul;Non;;;;;Oui, tout a fait;Un peu gene;Non, pas du tout;Est inchangee;Non;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.96
AG1300;31243;67;Homme;>= 60 ans;Retraite;Non;Maison;3;59570;4;3;2;2;1;3;;;1;1;;1;1;2;3;2;1;1;99;99;1;1;99;1;;;3.0;2.0;;2.0;2;2;;5.0;;3.0;;5;1;1;2;3;4;2.0;2.0;3.0;3.0;3.0;1.0;1.0;3.0;3.0;3.0;1.0;2;4;2;2;2;3.0;2.0;3;;10.0;;7.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;3;4;1;6;5;5;6;99;1;1;3;13;1.0;5.0;10.0;8.0;2.0;6.0;3.0;;;;;;2;;1;1;;3;7;5;;;;;0,977134;8;0;HP/HC;Monophase;12;Urbaine;Oui;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Non, pas vraiment;Non, pas du tout;Oui, tout a fait;Non;;;;La limitation de puissance etait trop contraignante;;Tres facile;;;;;;;;;;;;;;;;Non, pas du tout;Est inchangee;Non;0.5;0.5;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;3.0;3.0;0.2;0.96
AG1322;31567;63;Homme;>= 60 ans;Retraite;Non;Maison;4;76290;2;2;8;4;1;3;;;1;1;;1;2;99;3;2;2;1;99;99;99;99;99;99;;;;;;;1;98;;;;;;5;99;1;2;99;3;2.0;4.0;4.0;4.0;4.0;1.0;1.0;4.0;4.0;1.0;2.0;4;2;1;1;4;;;3;;98.0;la meme mafia partout !;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7.0;1;4;2;1;7;5;1;6;99;6;1;3;10;8.0;3.0;1.0;2.0;6.0;13.0;;;;;;;2;;1;1;;3;1;5;;;;;0,955635;8;0;HP/HC;Monophase;6;Urbaine;Non;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Oui, plutot;Non, pas vraiment;Oui, plutot;Oui, plutot;Non, pas vraiment;Oui, tout a fait;Oui, plutot;Non;;;;;;;Non, pas du tout;Oui;Autres,Bouilloire;GRILLE PAIN;Non;;;Non, il nÂy avait personne a mon domicile;Non;;;;;Oui, plutot;Pas vraiment gene;Non, pas vraiment;Est inchangee;Oui;0.5;0.5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;5.0;5.0;0.2;0.96
AG1328;32108;72;Homme;>= 60 ans;Retraite;Non;Maison;7;85150;3;2;1;1;2;3;;;1;1;;1;2;2;2;2;2;2;3;3;1;2;99;2;2.0;2.0;2.0;2.0;;2.0;2;4;;2.0;;1.0;;5;1;2;2;2;5;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;1;2;3;3;3;;;4;;8.0;;1.0;;7.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;2;4;1;5;3;5;1;1;1;1;3;5;1.0;2.0;3.0;10.0;8.0;6.0;13.0;;;;;;2;;1;2;1.0;4;4;97;;;;;1,163892;8;0;HP/HC;Triphase;15;Rurale;Oui;Oui;Oui;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;LÂindemnisation financiere etait insuffisante;;Tres facile;;;;;;;;;;;;;;;;Oui, tout a fait;Est inchangee;Oui;0.5;0.5;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;0.2;0.96
AG1371;34000;72;Homme;>= 60 ans;Retraite;Non;Maison;5;28140;2;2;1;1;1;3;;;1;1;;1;2;2;2;4;2;2;99;99;3;99;99;99;;;2.0;;;;2;2;;;;;;5;1;1;2;4;7;2.0;1.0;4.0;4.0;4.0;1.0;1.0;4.0;4.0;1.0;1.0;3;3;3;2;3;;;4;;5.0;;7.0;;6.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2.0;1;4;4;1;7;6;1;6;99;1;1;2;5;10.0;13.0;1.0;8.0;3.0;;;;;;;;2;;1;3;1.0;4;4;97;;;;;1,12506;8;0;Tarif de base;Monophase;6;Urbaine;Non;Oui;Non;Oui;Ne se prononce pas;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;La limitation de puissance etait trop contraignante;;Tres facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.5;0.5;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;0.2;0.96
AG1384;34248;74;Homme;>= 60 ans;Retraite;Non;Maison;7;40090;7;4;1;1;2;3;;;2;1;;1;2;2;3;3;2;2;99;99;1;1;99;2;;;2.0;4.0;;2.0;2;4;;5.0;;2.0;;5;99;2;2;2;6;1.0;1.0;4.0;2.0;2.0;2.0;2.0;4.0;4.0;3.0;4.0;2;2;3;2;2;3.0;99.0;3;;7.0;;1.0;;8.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;4;3;4;1;7;5;4;6;99;2;2;1;13;5.0;1.0;3.0;7.0;8.0;2.0;6.0;;;;;;2;;1;2;1.0;3;5;97;;;;;1,163892;8;0;EJP;Monophase;12;Rurale;Non;Oui;Non;Oui;Non, pas du tout;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Non, pas vraiment;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas vraiment gene;Oui, tout a fait;Est inchangee;Non;0.52;0.94;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;5.0;5.0;0.2;0.96
AG1399;34527;68;Homme;>= 60 ans;Retraite;Non;Maison;6;69570;8;5;8;4;1;3;;;1;1;;1;2;2;3;4;3;2;99;3;1;2;1;3;;2.0;3.0;4.0;3.0;1.0;1;5;;2.0;;1.0;;1;2;2;2;2;3;1.0;1.0;4.0;3.0;3.0;2.0;1.0;3.0;4.0;2.0;2.0;2;1;1;4;2;4.0;1.0;2;50.0;;;;;;;2;1;;1.0;;1.0;4.0;;10.0;;;;;;;;;;;;;;;;;;;;97.0;1;1;2.0;1;4;4;1;6;6;5;6;99;2;2;1;1;5.0;8.0;7.0;2.0;3.0;6.0;13.0;;;;;;2;;1;2;1.0;2;11;2;;;;;0,955635;8;0;Tarif de base;Monophase;6;Rurale;Non;Oui;Non;Non;Oui, tout a fait;Non, pas du tout;Oui, plutot;Oui, plutot;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Ne se prononce pas;Pas du tout gene;Oui, plutot;Ne se prononce pas;Non;0.51;0.67;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;8.0;8.0;0.2;0.96
AG1404;34701;76;Homme;>= 60 ans;Retraite;Non;Maison;6;15220;8;5;1;1;1;3;;;2;1;;1;1;99;4;2;2;2;99;99;3;3;3;99;;;2.0;2.0;3.0;;2;3;;4.0;;5.0;;5;1;1;2;3;4;2.0;2.0;4.0;3.0;4.0;2.0;2.0;4.0;4.0;1.0;2.0;3;3;2;2;2;3.0;1.0;3;;10.0;;8.0;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5.0;1;4;4;1;5;4;3;3;99;6;98;1;7;2.0;13.0;8.0;6.0;5.0;1.0;3.0;;;;;;2;;1;2;1.0;3;4;97;;;;;1,12506;8;0;HP/HC;Monophase;9;Rurale;Oui;Oui;Non;Oui;Non, pas du tout;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Ne se prononce pas;Non, pas vraiment;Oui, tout a fait;Oui, plutot;Non;;;;La limitation de puissance etait trop contraignante;;Plutot facile;;;;;;;;;;;;;;;;Ne se prononce pas;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.2;0.96
AG1412;34946;67;Homme;>= 60 ans;Retraite;Non;Maison;6;81330;7;4;1;1;2;3;;;2;1;;1;2;2;2;3;2;2;2;3;2;3;99;99;3.0;3.0;3.0;3.0;;;2;2;;5.0;;4.0;;5;1;1;2;5;3;1.0;1.0;3.0;3.0;4.0;2.0;2.0;2.0;3.0;1.0;2.0;2;3;2;2;3;;;4;;3.0;;8.0;;1.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;4;4;1;3;3;4;3;99;6;4;1;7;3.0;2.0;5.0;8.0;6.0;13.0;1.0;;;;;;2;;1;2;1.0;4;6;1;;;;;1,163892;8;0;Tarif de base;Monophase;12;Urbaine;Oui;Oui;Non;Oui;Oui, tout a fait;Oui, tout a fait;Oui, plutot;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;;;;Non, pas du tout;Non;;;Oui;Autres;POMPE A CHALEUR;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, tout a fait;Pas du tout gene;Oui, tout a fait;Est inchangee;Oui;0.66;0.81;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;9.0;0.2;0.96
AG1413;34946;67;Homme;>= 60 ans;Retraite;Non;Maison;6;81330;7;4;1;1;2;3;;;2;1;;1;2;2;2;3;2;2;2;3;2;3;99;99;3.0;3.0;3.0;3.0;;;2;2;;5.0;;4.0;;5;1;1;2;5;3;1.0;1.0;3.0;3.0;4.0;2.0;2.0;2.0;3.0;1.0;2.0;2;3;2;2;3;;;4;;3.0;;8.0;;1.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;4;4;1;3;3;4;3;99;6;4;1;7;3.0;2.0;5.0;8.0;6.0;13.0;1.0;;;;;;2;;1;2;1.0;4;6;1;;;;;1,163892;8;0;HP/HC;Monophase;9;Rurale;Non;Oui;Non;Oui;Non, pas vraiment;Non, pas du tout;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Non, pas du tout;Non, pas vraiment;Oui, tout a fait;Oui, plutot;Non;;;;LÂindemnisation financiere etait insuffisante;;Tres facile;;;;;;;;;;;;;;;;Non, pas vraiment;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;2.0;0.2;0.96
AG1414;34946;67;Homme;>= 60 ans;Retraite;Non;Maison;6;81330;7;4;1;1;2;3;;;2;1;;1;2;2;2;3;2;2;2;3;2;3;99;99;3.0;3.0;3.0;3.0;;;2;2;;5.0;;4.0;;5;1;1;2;5;3;1.0;1.0;3.0;3.0;4.0;2.0;2.0;2.0;3.0;1.0;2.0;2;3;2;2;3;;;4;;3.0;;8.0;;1.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4.0;1;4;4;1;3;3;4;3;99;6;4;1;7;3.0;2.0;5.0;8.0;6.0;13.0;1.0;;;;;;2;;1;2;1.0;4;6;1;;;;;1,163892;8;0;Tarif de base;Monophase;12;Rurale;Oui;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Non, pas vraiment;Non, pas vraiment;Oui, tout a fait;Non, pas vraiment;Oui, plutot;Oui, tout a fait;Non, pas du tout;Non;;;;;;;Non, pas du tout;Non;;;Oui;Television,Ordinateur,Four,Machine a cafe;;Ne se prononce pas;Non;;;;;Ne se prononce pas;Pas du tout gene;Oui, tout a fait;Est inchangee;Non;0.66;0.81;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;3.0;3.0;0.2;0.96
AG1427;35283;73;Homme;>= 60 ans;Retraite;Non;Maison;7;64410;7;4;1;1;2;3;;;2;1;;1;2;2;2;3;3;1;3;99;1;1;99;99;3.0;;2.0;3.0;;;2;4;;2.0;;5.0;;5;1;1;2;99;6;2.0;2.0;3.0;4.0;4.0;2.0;2.0;4.0;4.0;2.0;2.0;2;3;3;2;3;;;4;;6.0;;1.0;;4.0;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2.0;1;4;4;1;5;5;5;3;99;4;1;3;7;2.0;6.0;5.0;13.0;8.0;3.0;1.0;;;;;;2;;1;2;1.0;4;7;97;;;;;1,163892;8;0;Tempo;Triphase;18 et plus;Rurale;Oui;Oui;Non;Oui;Non, pas du tout;Non, pas du tout;Non, pas du tout;Ne se prononce pas;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non, pas du tout;Non;;;;La limitation de puissance etait trop contraignante;;Ne se prononce pas;;;;;;;;;;;;;;;;Oui, tout a fait;S'est degradee;Oui;0.52;0.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.96
AG1442;35832;65;Homme;>= 60 ans;Retraite;Non;Maison;5;18000;2;2;6;3;2;3;;;2;1;;1;1;2;3;2;1;2;99;99;3;1;99;2;;;1.0;1.0;;1.0;1;2;;5.0;;3.0;;5;1;2;2;2;3;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1;3;3;1;2;2.0;2.0;4;;1.0;;8.0;;9.0;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3.0;2;4;4;1;4;4;2;6;99;2;2;3;6;9.0;2.0;5.0;3.0;1.0;13.0;8.0;7.0;;;;;2;;1;2;1.0;4;4;2;1.0;;;;0,971423;8;0;Tarif de base;Monophase;6;Rurale;Non;Oui;Non;Non;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non, pas du tout;Non;;;;;;;Non, pas vraiment;Non;;;Non;;;Oui, jÂetais present avec une ou plusieurs autres personnes;Non;;;;;Oui, plutot;Pas du tout gene;Oui, tout a fait;S'est amelioree;Non;0.52;0.97;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;6.0;6.0;0.2;0.96
AG1450;36246;67;Homme;>= 60 ans;Retraite;Non;Maison;6;34370;9;5;2;2;3;3;;;2;1;;1;2;2;2;1;2;2;99;3;1;1;99;99;;2.0;2.0;1.0;;;2;3;;2.0;;5.0;;5;1;1;2;3;6;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;2;1;1;3;2;2.0;4.0;1;70.0;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;3;3;4;1;5;5;3;6;2;1;1;1;1;5.0;9.0;10.0;7.0;13.0;8.0;2.0;3.0;6.0;;;;2;;1;3;1.0;2;5;3;2.0;5.0;1.0;;0,988911;8;0;Tarif de base;Monophase;9;Urbaine;Oui;Non;Non;Non;Oui, tout a fait;Non, pas du tout;Non, pas du tout;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Oui, tout a fait;Non;;;;La limitation de puissance etait trop contraignante,Autres;EN CAS DE COUPURE;Tres facile;;;;;;;;;;;;;;;;Oui, plutot;Ne se prononce pas;Non;0.51;0.67;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;7.0;7.0;0.2;0.96
